pID,CS_Type,Connection 1,Connection 2,Connection 3,Connection 4,Connection 5,Connection 6,Connection 7,Connection 8,Connection 9,Connection 10,Connection 11,Connection 12,Connection 13,Connection 14,Connection 15,Connection 16,Connection 17,Connection 18,Connection 19,Connection 20,Connection 21,Connection 22,Connection 23,Connection 24,Connection 25,Connection 26,Connection 27,Connection 28,Connection 29,Connection 30
29,CSpACQ,0.8700474144,0.6475269055,0.7777014882,0.7959111098,0.8018371409,1.076640222,0.6810937251,0.7865594577,1.008290132,0.9935428025,1.520894177,1.297901238,1.231810493,1.34091923,1.393137925,1.118087923,0.9138254137,0.7523814123,1.00049606,0.9683205929,0.859825245,0.8822164975,0.6197093464,0.757394111,0.9485130738,0.8249302278,0.8251980621,0.6147758598,0.7060750196,0.9192386763
1,CSpNR,0.5698482629,0.05506930016,0.396515256,0.8713627538,1.797528858,0.1358620551,-0.02019232576,-0.03131068422,0.0920351589,0.1017332785,0.6874884763,-0.8141887549,-0.2575472327,-2.192789188,1.607314217,0.7217702141,-0.1358363272,-0.05086541114,1.124969136,1.458145453,0.2845705073,0.1128996936,-0.05778587308,0.203715581,0.1841683707,0.4353412747,0.09036616849,0.02761500824,0.193408288,0.1448181926
2,CSpNR,0.1105994924,0.05420784614,0.07319192174,0.2611212083,0.187666705,0.1231091772,0.1325374365,0.195781093,0.5429334718,0.005294831247,1.472973635,2.472311249,-0.3622224147,0.6494059247,-0.6072899496,0.4058146849,0.7426691964,-0.1073730461,1.077847018,0.1687645172,0.2547082491,0.3308597214,0.02075929131,0.1738096497,0.6985236337,0.1481980211,0.01337187241,-0.01606725014,0.02365892099,0.5680908735
3,CSpNR,0.4140602743,0.09637388259,0.196908276,1.018691834,0.8507135525,0.2043308599,0.00292481256,0.05243905637,0.1246352252,-0.03244300019,0.9925965188,0.08905474506,1.266849734,1.459375052,1.233300105,0.461339286,0.2529813097,0.2983607645,1.200338503,1.208429417,0.442622867,0.112034408,0.04755797703,0.2139187115,0.4132474883,0.2701130165,-0.009503557414,0.03269205137,0.1618719796,0.3402861229
4,CSpNR,0.2312176212,-0.2199487288,-0.244227696,-0.00151068472,0.01794396881,0.6215063419,-0.08510434658,-0.0661039762,1.22942835,0.8529079674,-1.331687255,-0.3081890971,0.4725019177,0.3400504427,0.3036699864,-0.8717631719,-0.1212225384,0.3035725633,-0.2368434931,-0.6282235469,0.02686842842,0.5179113105,0.05157779055,-0.0734850595,1.115027125,0.01455125284,0.1948636989,0.02278115156,-0.1084686009,0.6219718347
5,CSpNR,0.0917914674,0.1394820446,-0.2386238798,-0.6139896957,-0.759996811,0.03799870473,-0.01378653194,0.09821736452,-0.1928508142,0.125890823,0.5098755048,-0.1248679191,-0.212039825,0.04886237301,-0.5207128963,-1.051683064,0.9468328938,-0.2527539297,0.8372682436,0.8627585234,-0.2492638933,-0.1713734638,-0.004310263102,0.06890581392,0.4675319936,-0.1702197191,0.05990657256,-0.03354029782,0.04120874186,0.3557036797
6,CSpNR,-0.05870714405,0.053357658,-0.2555867108,0.2463811811,0.03917051263,-0.01996072094,-0.1479384025,-0.08796557527,0.2372844022,-0.8301364357,1.113811284,-2.579530735,-0.4148408585,4.467562964,2.367014004,-0.3278853414,-0.0903962752,-0.02675067224,-0.7442346373,-0.2330664942,0.04333253313,0.02277508607,0.04107165916,-0.1091889456,0.5228097422,0.00112893977,-0.1114929576,0.01293135585,-0.01575875766,0.3244836353
7,CSpNR,1.006537646,0.01662910983,0.1656880297,0.5580891157,0.7514614276,0.6067597501,-0.01062715323,0.08066416714,1.034616911,1.165423685,0.05087017237,-0.05670587934,1.139936615,-0.6153748419,-0.8579446994,0.191534718,0.1656192013,0.3517491359,0.5873449284,0.5039842821,0.1562544407,0.5277719378,-0.05642582968,0.1497341713,0.9764593379,0.189543684,0.5202119939,-0.06559294704,0.1039108744,0.8646888702
8,CSpNR,0.4670322281,0.19316676,-0.04318123956,-0.007569048369,0.2284146982,0.3524675583,0.08185086373,-0.02537998611,0.1588043113,0.41608787,1.614261829,0.9902630556,0.3646326329,0.9689410823,0.797609385,-0.3603792099,-0.2510403199,0.3544364071,-0.2893753013,-1.096179747,-0.001007185351,0.1975482368,0.1005874476,-0.02702755873,0.9881938048,0.09613349122,0.260376591,0.0479890145,-0.06343054421,0.4864595147
9,CSpNR,0.7833868881,0.07532453955,0.05997976029,1.240308152,1.81230161,0.5395689758,-0.004427732232,-0.09335647351,0.743193075,0.9226996237,0.5364642797,-0.05246048772,0.693081248,0.8893365245,1.428366769,0.1108422311,-0.4470628397,0.2379380349,-0.04177912029,0.2467861998,0.6793806326,0.6104132267,0.07201324478,0.03283922042,1.374335504,0.4264566812,0.322232611,0.04852302089,0.03917005731,0.5775420655
